2, 1.0000, 1.0000, 0.0000
3, 1.6000, 2.0000, 20.0000
4, 2.0000, 2.0000, 0.0000
5, 2.3333, 3.0000, 22.2222
6, 2.6000, 3.0000, 13.3333
7, 2.8333, 3.0000, 5.5556
8, 3.0000, 3.0000, 0.0000
9, 3.1818, 4.0000, 20.4545
10, 3.3333, 4.0000, 16.6667
11, 3.5000, 4.0000, 12.5000
12, 3.6000, 4.0000, 10.0000
13, 3.7500, 4.0000, 6.2500
14, 3.8333, 4.0000, 4.1667
15, 3.9091, 4.0000, 2.2727
16, 4.0000, 4.0000, 0.0000
17, 4.1111, 5.0000, 17.7778
18, 4.1818, 5.0000, 16.3636
19, 4.2500, 5.0000, 15.0000
20, 4.3333, 5.0000, 13.3333
21, 4.4000, 5.0000, 12.0000
22, 4.5000, 5.0000, 10.0000
23, 4.5455, 5.0000, 9.0909
24, 4.6000, 5.0000, 8.0000
25, 4.6667, 5.0000, 6.6667
26, 4.7500, 5.0000, 5.0000
27, 4.8000, 5.0000, 4.0000
28, 4.8333, 5.0000, 3.3333
29, 4.8750, 5.0000, 2.5000
30, 4.9091, 5.0000, 1.8182
31, 5.0000, 5.0000, 0.0000
32, 5.0000, 5.0000, 0.0000
33, 5.0588, 6.0000, 15.6863
34, 5.1111, 6.0000, 14.8148
35, 5.1667, 6.0000, 13.8889
36, 5.1818, 6.0000, 13.6364
37, 5.2500, 6.0000, 12.5000
38, 5.2500, 6.0000, 12.5000
39, 5.3333, 6.0000, 11.1111
40, 5.3333, 6.0000, 11.1111
41, 5.4000, 6.0000, 10.0000
42, 5.4000, 6.0000, 10.0000
43, 5.4286, 6.0000, 9.5238
44, 5.5000, 6.0000, 8.3333
45, 5.5000, 6.0000, 8.3333
46, 5.5455, 6.0000, 7.5758
47, 5.6000, 6.0000, 6.6667
48, 5.6000, 6.0000, 6.6667
49, 5.6154, 6.0000, 6.4103
50, 5.6667, 6.0000, 5.5556
51, 5.6923, 6.0000, 5.1282
52, 5.7500, 6.0000, 4.1667
53, 5.7500, 6.0000, 4.1667
54, 5.8000, 6.0000, 3.3333
55, 5.8000, 6.0000, 3.3333
56, 5.8333, 6.0000, 2.7778
57, 5.8333, 6.0000, 2.7778
58, 5.8750, 6.0000, 2.0833
59, 5.8889, 6.0000, 1.8519
60, 5.9091, 6.0000, 1.5152
61, 5.9333, 6.0000, 1.1111
62, 6.0000, 6.0000, 0.0000
63, 6.0000, 6.0000, 0.0000
64, 6.0000, 6.0000, 0.0000
65, 6.1111, 7.0000, 12.6984
66, 6.1111, 7.0000, 12.6984
67, 6.1111, 7.0000, 12.6984
68, 6.1111, 7.0000, 12.6984
69, 6.1111, 7.0000, 12.6984
70, 6.1667, 7.0000, 11.9048
71, 6.1667, 7.0000, 11.9048
72, 6.1818, 7.0000, 11.6883
73, 6.2500, 7.0000, 10.7143
74, 6.2500, 7.0000, 10.7143
75, 6.2500, 7.0000, 10.7143
76, 6.2500, 7.0000, 10.7143
77, 6.2727, 7.0000, 10.3896
78, 6.3333, 7.0000, 9.5238
79, 6.3333, 7.0000, 9.5238
80, 6.3333, 7.0000, 9.5238
81, 6.4000, 7.0000, 8.5714
82, 6.4000, 7.0000, 8.5714
83, 6.4000, 7.0000, 8.5714
84, 6.4000, 7.0000, 8.5714
85, 6.4286, 7.0000, 8.1633
86, 6.4286, 7.0000, 8.1633
87, 6.4444, 7.0000, 7.9365
88, 6.5000, 7.0000, 7.1429
89, 6.5000, 7.0000, 7.1429
90, 6.5000, 7.0000, 7.1429
91, 6.5455, 7.0000, 6.4935
92, 6.5455, 7.0000, 6.4935
93, 6.5455, 7.0000, 6.4935
94, 6.6000, 7.0000, 5.7143
95, 6.6000, 7.0000, 5.7143
96, 6.6000, 7.0000, 5.7143
97, 6.6000, 7.0000, 5.7143
98, 6.6154, 7.0000, 5.4945
99, 6.6667, 7.0000, 4.7619
100, 6.6667, 7.0000, 4.7619
101, 6.6667, 7.0000, 4.7619
102, 6.6923, 7.0000, 4.3956
103, 6.6923, 7.0000, 4.3956
104, 6.7500, 7.0000, 3.5714
105, 6.7500, 7.0000, 3.5714
106, 6.7500, 7.0000, 3.5714
107, 6.7500, 7.0000, 3.5714
108, 6.8000, 7.0000, 2.8571
109, 6.8000, 7.0000, 2.8571
110, 6.8000, 7.0000, 2.8571
111, 6.8000, 7.0000, 2.8571
112, 6.8333, 7.0000, 2.3810
113, 6.8333, 7.0000, 2.3810
114, 6.8333, 7.0000, 2.3810
115, 6.8571, 7.0000, 2.0408
116, 6.8750, 7.0000, 1.7857
117, 6.8750, 7.0000, 1.7857
118, 6.8889, 7.0000, 1.5873
119, 6.9000, 7.0000, 1.4286
120, 6.9091, 7.0000, 1.2987
121, 6.9231, 7.0000, 1.0989
122, 7.0000, 7.0000, 0.0000
123, 7.0000, 7.0000, 0.0000
124, 7.0000, 7.0000, 0.0000
125, 7.0000, 7.0000, 0.0000
126, 7.0000, 7.0000, 0.0000
127, 7.0000, 7.0000, 0.0000
128, 7.0000, 7.0000, 0.0000
129, 7.1111, 8.0000, 11.1111
130, 7.1111, 8.0000, 11.1111
131, 7.1111, 8.0000, 11.1111
132, 7.1111, 8.0000, 11.1111
133, 7.1111, 8.0000, 11.1111
134, 7.1111, 8.0000, 11.1111
135, 7.1111, 8.0000, 11.1111
136, 7.1111, 8.0000, 11.1111
137, 7.1111, 8.0000, 11.1111
138, 7.1111, 8.0000, 11.1111
139, 7.1667, 8.0000, 10.4167
140, 7.1667, 8.0000, 10.4167
141, 7.1667, 8.0000, 10.4167
142, 7.1667, 8.0000, 10.4167
143, 7.1667, 8.0000, 10.4167
144, 7.1818, 8.0000, 10.2273
145, 7.1818, 8.0000, 10.2273
146, 7.2500, 8.0000, 9.3750
147, 7.2500, 8.0000, 9.3750
148, 7.2500, 8.0000, 9.3750
149, 7.2500, 8.0000, 9.3750
150, 7.2500, 8.0000, 9.3750
151, 7.2500, 8.0000, 9.3750
152, 7.2500, 8.0000, 9.3750
153, 7.2727, 8.0000, 9.0909
154, 7.2727, 8.0000, 9.0909
155, 7.3333, 8.0000, 8.3333
156, 7.3333, 8.0000, 8.3333
157, 7.3333, 8.0000, 8.3333
158, 7.3333, 8.0000, 8.3333
159, 7.3333, 8.0000, 8.3333
160, 7.3333, 8.0000, 8.3333
161, 7.3333, 8.0000, 8.3333
162, 7.4000, 8.0000, 7.5000
163, 7.4000, 8.0000, 7.5000
164, 7.4000, 8.0000, 7.5000
165, 7.4000, 8.0000, 7.5000
166, 7.4000, 8.0000, 7.5000
167, 7.4000, 8.0000, 7.5000
168, 7.4000, 8.0000, 7.5000
169, 7.4286, 8.0000, 7.1429
170, 7.4286, 8.0000, 7.1429
171, 7.4286, 8.0000, 7.1429
172, 7.4286, 8.0000, 7.1429
173, 7.4444, 8.0000, 6.9444
174, 7.4444, 8.0000, 6.9444
175, 7.5000, 8.0000, 6.2500
176, 7.5000, 8.0000, 6.2500
177, 7.5000, 8.0000, 6.2500
178, 7.5000, 8.0000, 6.2500
179, 7.5000, 8.0000, 6.2500
180, 7.5000, 8.0000, 6.2500
181, 7.5000, 8.0000, 6.2500
182, 7.5455, 8.0000, 5.6818
183, 7.5455, 8.0000, 5.6818
184, 7.5455, 8.0000, 5.6818
185, 7.5455, 8.0000, 5.6818
186, 7.5455, 8.0000, 5.6818
187, 7.6000, 8.0000, 5.0000
188, 7.6000, 8.0000, 5.0000
189, 7.6000, 8.0000, 5.0000
190, 7.6000, 8.0000, 5.0000
191, 7.6000, 8.0000, 5.0000
192, 7.6000, 8.0000, 5.0000
193, 7.6000, 8.0000, 5.0000
194, 7.6000, 8.0000, 5.0000
195, 7.6154, 8.0000, 4.8077
196, 7.6154, 8.0000, 4.8077
197, 7.6667, 8.0000, 4.1667
198, 7.6667, 8.0000, 4.1667
199, 7.6667, 8.0000, 4.1667
200, 7.6667, 8.0000, 4.1667
201, 7.6667, 8.0000, 4.1667
202, 7.6667, 8.0000, 4.1667
203, 7.6667, 8.0000, 4.1667
204, 7.7500, 8.0000, 3.1250
205, 7.7500, 8.0000, 3.1250
206, 7.7500, 8.0000, 3.1250
207, 7.7500, 8.0000, 3.1250
208, 7.7500, 8.0000, 3.1250
209, 7.7500, 8.0000, 3.1250
210, 7.7500, 8.0000, 3.1250
211, 7.7500, 8.0000, 3.1250
212, 7.7500, 8.0000, 3.1250
213, 7.7500, 8.0000, 3.1250
214, 7.7500, 8.0000, 3.1250
215, 7.7500, 8.0000, 3.1250
216, 7.8000, 8.0000, 2.5000
217, 7.8000, 8.0000, 2.5000
218, 7.8000, 8.0000, 2.5000
219, 7.8000, 8.0000, 2.5000
220, 7.8000, 8.0000, 2.5000
221, 7.8000, 8.0000, 2.5000
222, 7.8000, 8.0000, 2.5000
223, 7.8333, 8.0000, 2.0833
224, 7.8333, 8.0000, 2.0833
225, 7.8333, 8.0000, 2.0833
226, 7.8333, 8.0000, 2.0833
227, 7.8333, 8.0000, 2.0833
228, 7.8333, 8.0000, 2.0833
229, 7.8571, 8.0000, 1.7857
230, 7.8571, 8.0000, 1.7857
231, 7.8571, 8.0000, 1.7857
232, 7.8750, 8.0000, 1.5625
233, 7.8750, 8.0000, 1.5625
234, 7.8750, 8.0000, 1.5625
235, 7.8889, 8.0000, 1.3889
236, 7.8889, 8.0000, 1.3889
237, 7.8889, 8.0000, 1.3889
238, 7.9000, 8.0000, 1.2500
239, 7.9091, 8.0000, 1.1364
240, 7.9091, 8.0000, 1.1364
241, 7.9167, 8.0000, 1.0417
242, 8.0000, 8.0000, 0.0000
243, 8.0000, 8.0000, 0.0000
244, 8.0000, 8.0000, 0.0000
245, 8.0000, 8.0000, 0.0000
246, 8.0000, 8.0000, 0.0000
247, 8.0000, 8.0000, 0.0000
248, 8.0000, 8.0000, 0.0000
249, 8.0000, 8.0000, 0.0000
250, 8.0000, 8.0000, 0.0000
251, 8.0000, 8.0000, 0.0000
252, 8.0000, 8.0000, 0.0000
253, 8.0000, 8.0000, 0.0000
254, 8.0000, 8.0000, 0.0000
255, 8.0000, 8.0000, 0.0000
